,Marka,Model,EAN,RAM,Flash,SIMM,Kolor,mgsm,source
1121,Meizu,M8c,6937520025289,,,,,,
1122,Meizu,M8c,6937520025326,,,,,,
1123,Meizu,M8c,6937520025302,,,,,,
1124,Xiaomi,Redmi S2,6941059603542,,,,,,
1125,Xiaomi,Redmi S2,6941059603535,,,,,,
1126,Xiaomi,Redmi S2,6941059603528,,,,,,
1127,Xiaomi,Redmi S2,6941059610885,,,,,,
1128,HTC,U12+ Dual SIM,4718487710119,,,,,,
1129,Ulefone,X,6937748732235,,,,,,
1130,Ulefone,X,6937748732242,,,,,,
1131,Honor,7s,6901443240371,,,,,,
1132,myPhone,Halo S,5902983602071,,,,,,
1133,myPhone,Halo S,5902983602095,,,,,,
1134,Meizu,M6T,6937520050113,,,,,,
1135,Meizu,M6T,6937520050076,,,,,,
1136,Meizu,M6T,6937520050137,,,,,,
1137,Meizu,M6T,6937520050038,,,,,,
1138,Nokia,5.1,6438409017444,,,,,,
1139,Nokia,5.1,6438409017451,,,,,,
1140,Xiaomi,Mi 8,6941059608837,,,,,,
1141,Xiaomi,Mi 8,6941059608813,,,,,,
1142,Xiaomi,Mi 8,6941059608820,,,,,,
1143,Xiaomi,Mi 8,6941059608806,,,,,,
1144,Xiaomi,Mi 8,6941059613688,,,,,,
1145,Xiaomi,Mi 8,6941059613695,,,,,,
1146,Motorola,Moto Z3 Play,723755126329,,,,,,
1147,BlackBerry,KEY2,4894461772073,,,,,,
1148,myPhone,Prime 18x9 LTE,5902983602187,,,,,,
1149,Motorola,Moto G6 Dual SIM,723755019089,,,,,,
1150,Motorola,Moto G6 Plus Dual SIM,723755019232,,,,,,
1151,Motorola,Moto G6 Plus Dual SIM,723755019157,,,,,,
1152,Xiaomi,Redmi 6,6941059613497,,,,,,
1153,Xiaomi,Redmi 6A,6941059605881,,,,,,
1154,Xiaomi,Redmi 6A,6941059605867,,,,,,
1155,Xiaomi,Redmi 6A,6941059608486,,,,,,
1156,Xiaomi,Redmi 6A,6941059610649,,,,,,
1157,Doogee,X50L,5901801903505,,,,,,
1158,Doogee,X50L,5901801903512,,,,,,
1159,Doogee,X50L,5901801903529,,,,,,
1160,Alcatel,1,4894461774763,,,,,,
1161,Alcatel,1,4894461774787,,,,,,
1162,Alcatel,1,4894461786025,,,,,,
1163,Ulefone,S9 Pro,6937748732471,,,,,,
1164,Ulefone,S9 Pro,6937748732488,,,,,,
1165,Ulefone,S9 Pro,6937748732495,,,,,,
1166,TP-Link,Neffos X9,6935364084523,,,,,,
1167,TP-Link,Neffos X9,6935364084530,,,,,,
1168,Xiaomi,Mi A2,6941059609742,,,,,,
1169,Xiaomi,Mi A2,6941059609759,,,,,,
1170,Xiaomi,Mi A2,6941059609766,,,,,,
1171,Xiaomi,Mi A2,6941059609780,,,,,,
1172,Xiaomi,Mi A2,6941059609797,,,,,,
1173,Xiaomi,Mi A2,6941059609803,,,,,,
1174,Xiaomi,Mi A2,6941059609858,,,,,,
1175,Xiaomi,Mi A2,6941059609889,,,,,,
1176,Nokia,6.1,6438409015013,,,,,,
1177,Nokia,6.1,6438409012869,,,,,,
1178,Sony,Xperia XA2 Plus Dual SIM,7311271619819,,,,,,
1179,Sharp,Aquos C10,4974019975238,,,,,,
1180,Sharp,B10,4974019975221,,,,,,
1181,Nokia,5.1 Plus,6438409022219,,,,,,
1182,Nokia,5.1 Plus,6438409022226,,,,,,
1183,Xiaomi,Mi A2 Lite,6941059608714,,,,,,
1184,Xiaomi,Mi A2 Lite,6941059608738,,,,,,
1185,Xiaomi,Mi A2 Lite,6941059608721,,,,,,
1186,Xiaomi,Mi A2 Lite,6941059608684,,,,,,
1187,Xiaomi,Mi A2 Lite,6941059608707,,,,,,
1188,Xiaomi,Mi A2 Lite,6941059608691,,,,,,
1189,Alcatel,5V,4894461778105,,,,,,
1190,Alcatel,5V,4894461775340,,,,,,
1191,LG,Q7 Dual,8806087033366,,,,,,
1192,Xiaomi,Mi Max 3,6941059609728,,,,,,
1193,Huawei,Nova 3 Dual SIM,6901443240890,,,,,,
1194,Huawei,Nova 3 Dual SIM,6901443240913,,,,,,
1195,Huawei,P Smart+ Dual SIM,6901443251551,,,,,,
1196,Samsung,Galaxy Note 9 Dual SIM,8801643423469,,,,,,
1197,Samsung,Galaxy Note 9 Dual SIM,8801643423872,,,,,,
1198,Samsung,Galaxy Note 9 Dual SIM,8801643423391,,,,,,
1199,Samsung,Galaxy Note 9 Dual SIM,8801643519469,,,,,,
1200,Samsung,Galaxy Note 9 Dual SIM,8801643519506,,,,,,
1201,Samsung,Galaxy Note 9 Dual SIM,8801643519452,,,,,,
1202,Samsung,Galaxy Note 9 Dual SIM,8801643632175,,,,,,
1203,Meizu,16,6937520050281,,,,,,
1204,Meizu,16,6937520050434,,,,,,
1205,Doogee,X70,5901801903888,,,,,,
1206,Doogee,X70,5901801903864,,,,,,
1207,TP-Link,Neffos C7A,6935364084561,,,,,,
1208,TP-Link,Neffos C9,6935364085759,,,,,,
1209,TP-Link,Neffos C9,6935364085766,,,,,,
1210,Huawei,Mate 20 Lite,6901443252534,,,,,,
1211,Huawei,Mate 20 Lite,6901443252541,,,,,,
1212,Huawei,Mate 20 Lite,6901443252558,,,,,,
1213,Huawei,Mate 20 Lite,6901443319480,,,,,,
1214,Huawei,Mate 20 Lite,6901443333905,,,,,,
1215,Xiaomi,Pocophone F1,6941059607779,,,,,,
1216,Xiaomi,Pocophone F1,6941059607786,,,,,,
1217,Xiaomi,Pocophone F1,6941059607861,,,,,,
1218,Xiaomi,Pocophone F1,6941059607878,,,,,,
1219,Xiaomi,Pocophone F1,6941059609940,,,,,,
1220,myPhone,Halo S+,5902983603139,,,,,,
1221,myPhone,Fun 6 Lite,5902983603641,,,,,,
1222,myPhone,Fun 6 Lite,5902983604778,,,,,,
1223,MaxCom,Classic MM134,5908235974439,,,,,,
1224,MaxCom,Classic MM135,5908235974446,,,,,,
1225,Doogee,S70,5901801903666,,,,,,
1226,Doogee,S70,5901801903642,,,,,,
1227,Doogee,S70,5901801903659,,,,,,
1228,Honor,8X,6901443260461,,,,,,
1229,Honor,8X,6901443260416,,,,,,
1230,Honor,8X,6901443260423,,,,,,
1231,Xiaomi,Poco F1,6941059607779,,,,,,
1232,Xiaomi,Poco F1,6941059607786,,,,,,
1233,Xiaomi,Poco F1,6941059607861,,,,,,
1234,Xiaomi,Poco F1,6941059607878,,,,,,
1235,Xiaomi,Poco F1,6941059609940,,,,,,
1236,Kruger&Matz,Iron 2,5901890037860,,,,,,
1237,Kruger&Matz,Iron 2S,5901890037884,,,,,,
1238,LG,G7 Fit,8806087036114,,,,,,
1239,HTC,U12 Life Dual SIM,4718487711901,,,,,,
1240,HTC,U12 Life Dual SIM,4718487711918,,,,,,
1241,Sony,Xperia XZ3 Dual SIM,7311271622079,,,,,,
1242,Sharp,Aquos D10,4974019975245,,,,,,
1243,Hammer,Blade 2 Pro,5902983603931,,,,,,
1244,Apple,iPhone XR,190198771841,,,,,,
1245,Apple,iPhone XR,190198775238,,,,,,
1246,Apple,iPhone XR,190198773203,,,,,,
1247,Apple,iPhone XR,190198773883,,,,,,
1248,Apple,iPhone XR,190198775573,,,,,,
1249,Apple,iPhone XR,190198773548,,,,,,
1250,Apple,iPhone XR,190198771506,,,,,,
1251,Apple,iPhone XR,190198776259,,,,,,
1252,Apple,iPhone XR,190198774224,,,,,,
1253,Apple,iPhone XR,190198772183,,,,,,
1254,Apple,iPhone XR,190198774569,,,,,,
1255,Apple,iPhone XR,190198772527,,,,,,
1256,Apple,iPhone XR,190198770486,,,,,,
1257,Apple,iPhone XR,190198774897,,,,,,
1258,Apple,iPhone XR,190198772862,,,,,,
1259,Apple,iPhone XR,190198770820,,,,,,
1260,Apple,iPhone XR,190198771162,,,,,,
1261,Apple,iPhone XR,190198775917,,,,,,
1262,CAT,B35,5060472351326,,,,,,
1263,Apple,iPhone Xs,190198792983,,,,,,
1264,Apple,iPhone Xs,190198793652,,,,,,
1265,Apple,iPhone Xs,190198792648,,,,,,
1266,Apple,iPhone Xs,190198791627,,,,,,
1267,Apple,iPhone Xs,190198791962,,,,,,
1268,Apple,iPhone Xs,190198790941,,,,,,
1269,Apple,iPhone Xs,190198793317,,,,,,
1270,Apple,iPhone Xs,190198792303,,,,,,
1271,Apple,iPhone Xs,190198791283,,,,,,
1272,Apple,iPhone Xs Max,190198783493,,,,,,
1273,Apple,iPhone Xs Max,190198784513,,,,,,
1274,Apple,iPhone Xs Max,190198785534,,,,,,
1275,Apple,iPhone Xs Max,190198783158,,,,,,
1276,Apple,iPhone Xs Max,190198784179,,,,,,
1277,Apple,iPhone Xs Max,190198785190,,,,,,
1278,Apple,iPhone Xs Max,190198783837,,,,,,
1279,Apple,iPhone Xs Max,190198784858,,,,,,
1280,Apple,iPhone Xs Max,190198785879,,,,,,
1281,Hisense,Infinity H12,6941785710605,,,,,,
1282,Xiaomi,Redmi Note 6 Pro,6941059615040,,,,,,
1283,Xiaomi,Redmi Note 6 Pro,6941059615064,,,,,,
1284,Xiaomi,Redmi Note 6 Pro,6941059615101,,,,,,
1285,Xiaomi,Redmi Note 6 Pro,6941059615118,,,,,,
1286,Xiaomi,Redmi Note 6 Pro,6941059615125,,,,,,
1287,Samsung,Galaxy J4+ Dual SIM,8801643569358,,,,,,
1288,Samsung,Galaxy J4+ Dual SIM,8801643569334,,,,,,
1289,Samsung,Galaxy J4+ Dual SIM,8801643569372,,,,,,
1290,Samsung,Galaxy J6+ Dual SIM,8801643506858,,,,,,
1291,Samsung,Galaxy J6+ Dual SIM,8801643506667,,,,,,
1292,Samsung,Galaxy J6+ Dual SIM,8801643506971,,,,,,
1293,Meizu,16X,6937520051233,,,,,,
1294,Meizu,16X,6937520050465,,,,,,
1295,Meizu,V8,6937520050656,,,,,,
1296,Meizu,V8,6937520050632,,,,,,
1297,Xiaomi,Mi 8 Pro,6941059614418,,,,,,
1298,Meizu,V8 Pro,6937520050595,,,,,,
1299,Meizu,V8 Pro,6937520050762,,,,,,
1300,Meizu,V8 Pro,6937520050571,,,,,,
1301,Meizu,X8,6937520050953,,,,,,
1302,Meizu,X8,6937520050908,,,,,,
1303,Meizu,X8,6937520051004,,,,,,
1304,Samsung,Galaxy A7 2018,8801643512941,,,,,,
1305,Samsung,Galaxy A7 2018,8801643512958,,,,,,
1306,Samsung,Galaxy A7 2018,8801643512743,,,,,,
1307,LG,K11 Dual SIM,8806087033236,,,,,,
1308,LG,K11 Dual SIM,8806087035117,,,,,,
1309,Doogee,S80,5901801903963,,,,,,
1310,Doogee,S80,5908235974460,,,,,,
1311,Kruger&Matz,Live 7,5901890037990,,,,,,
1312,Kruger&Matz,Live 7S,5901890038010,,,,,,
1313,Nokia,7.1 Dual SIM,6438409022981,,,,,,
1314,Nokia,7.1 Dual SIM,6438409022998,,,,,,
1315,Samsung,Galaxy A9,8801643591090,,,,,,
1316,Samsung,Galaxy A9,8801643591069,,,,,,
1317,Samsung,Galaxy A9,8801643590710,,,,,,
1318,myPhone,Maestro,5902983604709,,,,,,
1319,myPhone,Maestro,5902983604723,,,,,,
1320,myPhone,Maestro,5902983604082,,,,,,
1321,Hammer,Patriot,5902983602835,,,,,,
1322,Huawei,Mate 20 Pro Dual SIM,6901443260768,,,,,,
1323,Huawei,Mate 20 Pro Dual SIM,6901443260744,,,,,,
1324,Huawei,Mate 20 Pro Dual SIM,6901443260751,,,,,,
1325,Hisense,Infinity H12 Lite,6941785711412,,,,,,
1326,Hisense,Infinity H12 Lite,6941785711429,,,,,,
1327,Hisense,Infinity H12 Lite,6941785711436,,,,,,
1328,Xiaomi,Mi Mix 3,6941059615835,,,,,,
1329,Xiaomi,Mi Mix 3,6941059615828,,,,,,
1330,Xiaomi,Mi Mix 3,6941059616344,,,,,,
1331,Meizu,Note8,6937520051035,,,,,,
1332,Kruger&Matz,Flow 6,5901890036924,,,,,,
1333,Kruger&Matz,Flow 6,5901890037945,,,,,,
1334,Kruger&Matz,Flow 6 Lite,5901890037921,,,,,,
1335,Kruger&Matz,Flow 6 Lite,5901890036900,,,,,,
1336,Kruger&Matz,Flow 6S,5901890037976,,,,,,
1337,Kruger&Matz,Flow 6S,5901890036948,,,,,,
1338,Honor,10 Lite,6901443272426,,,,,,
1339,Honor,10 Lite,6901443272433,,,,,,
1340,Honor,10 Lite,6901443272419,,,,,,
1341,Huawei,P Smart 2019,6901443272891,,,,,,
1342,Huawei,P Smart 2019,6901443272884,,,,,,
1343,Huawei,P Smart 2019,6901443274253,,,,,,
