,Marka,Model,EAN,RAM,Flash,SIMM,Kolor,mgsm,source
440,Samsung,Galaxy S6 Edge,8806086877466,null,null,null,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS6Edge/,null
441,Samsung,Galaxy S6 Edge,8806086890557,null,null,null,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS6Edge/,null
442,Samsung,Galaxy S6 Edge,8806086853163,null,null,null,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS6Edge/,null
443,Microsoft,Lumia 640 Dual SIM,6438158723474,null,null,null,null,https://www.mgsm.pl/pl/katalog/Microsoft/Lumia640DualSIM/,null
444,Microsoft,Lumia 640 Dual SIM,6438158723467,null,null,null,null,https://www.mgsm.pl/pl/katalog/Microsoft/Lumia640DualSIM/,null
445,Microsoft,Lumia 640 Dual SIM,6438158723443,null,null,null,null,https://www.mgsm.pl/pl/katalog/Microsoft/Lumia640DualSIM/,null
446,Microsoft,Lumia 640 Dual SIM,6438158723450,null,null,null,null,https://www.mgsm.pl/pl/katalog/Microsoft/Lumia640DualSIM/,null
447,Microsoft,Lumia 640 XL LTE,6438158727700,null,null,null,null,https://www.mgsm.pl/pl/katalog/Microsoft/Lumia640XLLTE/,null
448,Microsoft,Lumia 640 XL LTE,6438158726789,1 GB,8 GB,1,null,https://www.mgsm.pl/pl/katalog/Microsoft/Lumia640XLLTE/,https://www.euro.com.pl/telefony-komorkowe/microsoft-lumia-640-xl-lte-bialy.bhtml#afterSearch-6438158726789||||product
449,Microsoft,Lumia 640 XL LTE,6438158726772,null,null,null,null,https://www.mgsm.pl/pl/katalog/Microsoft/Lumia640XLLTE/,null
450,Microsoft,Lumia 640 LTE,6438158728202,null,null,null,null,https://www.mgsm.pl/pl/katalog/Microsoft/Lumia640LTE/,null
451,Microsoft,Lumia 640 LTE,6438158728196,null,null,null,null,https://www.mgsm.pl/pl/katalog/Microsoft/Lumia640LTE/,null
452,Microsoft,Lumia 640 LTE,6438158728219,null,null,null,null,https://www.mgsm.pl/pl/katalog/Microsoft/Lumia640LTE/,null
453,Microsoft,Lumia 640 LTE,6438158728189,1 GB,8 GB,1,null,https://www.mgsm.pl/pl/katalog/Microsoft/Lumia640LTE/,https://www.euro.com.pl/telefony-komorkowe/microsoft-lumia-640-lte-czarny.bhtml#afterSearch-6438158728189||||product
454,Microsoft,Lumia 640 XL Dual SIM,6438158723559,null,null,null,null,https://www.mgsm.pl/pl/katalog/Microsoft/Lumia640XLDualSIM/,null
455,Microsoft,Lumia 640 XL Dual SIM,6438158723573,null,null,null,null,https://www.mgsm.pl/pl/katalog/Microsoft/Lumia640XLDualSIM/,null
456,Microsoft,Lumia 640 XL Dual SIM,6438158723580,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Microsoft/Lumia640XLDualSIM/,https://www.euro.com.pl/telefony-komorkowe/microsoft-lumia-640-xl-dual-sim-czarny.bhtml#afterSearch-6438158723580||||product
457,Microsoft,Lumia 640 XL Dual SIM,6438158723498,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Microsoft/Lumia640XLDualSIM/,https://www.euro.com.pl/telefony-komorkowe/microsoft-lumia-640-xl-dual-sim-bialy.bhtml#afterSearch-6438158723498||||product
458,Sony,Xperia M4 Aqua,7311271529071,null,null,null,null,https://www.mgsm.pl/pl/katalog/Sony/XperiaM4Aqua/,null
459,Sony,Xperia M4 Aqua,7311271520818,null,null,null,null,https://www.mgsm.pl/pl/katalog/Sony/XperiaM4Aqua/,null
460,Sony,Xperia M4 Aqua,7311271520733,2 GB,8 GB,1,null,https://www.mgsm.pl/pl/katalog/Sony/XperiaM4Aqua/,https://www.euro.com.pl/telefony-komorkowe/sony-xperia-m4-aqua-bialy.bhtml#afterSearch-7311271520733||||product
461,Allview,X2 Soul Pro,5948790007623,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Allview/X2SoulPro/,https://www.euro.com.pl/telefony-komorkowe/allview-x2-soul-pro-bialy.bhtml#afterSearch-5948790007623||||product
462,Allview,X2 Soul Pro,5948790007616,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Allview/X2SoulPro/,https://www.euro.com.pl/telefony-komorkowe/allview-x2-soul-pro-czarny.bhtml#afterSearch-5948790007616||||product
463,Wiko,Highway Pure 4G,6943279406316,null,null,null,null,https://www.mgsm.pl/pl/katalog/Wiko/HighwayPure4G/,null
464,Wiko,Highway Star 4G,6943279406262,null,null,null,null,https://www.mgsm.pl/pl/katalog/Wiko/HighwayStar4G/,null
465,Kruger&Matz,Flow,5901890011785,null,null,null,null,https://www.mgsm.pl/pl/katalog/Kruger&Matz/Flow/,null
466,Kruger&Matz,Drive 2.1,5901436808794,null,null,null,null,https://www.mgsm.pl/pl/katalog/Kruger&Matz/Drive2.1,null
467,Wiko,Ridge 4G,6943279406057,null,null,null,null,https://www.mgsm.pl/pl/katalog/Wiko/Ridge4G/,null
468,Wiko,Ridge Fab 4G,6943279406125,null,null,null,null,https://www.mgsm.pl/pl/katalog/Wiko/RidgeFab4G/,null
469,Lark,Cirrus 4.5,5901592831155,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Lark/Cirrus4.5,https://www.euro.com.pl/telefony-komorkowe/lark-cirrus-4-5-czarny.bhtml#afterSearch-5901592831155||||product
470,Lark,Stratus 5,5901592831193,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Lark/Stratus5/,https://www.euro.com.pl/telefony-komorkowe/lark-stratus-5-bialy.bhtml#afterSearch-5901592831193||||product
471,Lark,Stratus 5,5901592831186,null,null,null,null,https://www.mgsm.pl/pl/katalog/Lark/Stratus5/,null
472,Wiko,Highway Signs,6943279405111,null,null,null,null,https://www.mgsm.pl/pl/katalog/Wiko/HighwaySigns/,null
473,Wiko,Highway Signs,6943279405081,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Wiko/HighwaySigns/,https://www.euro.com.pl/telefony-komorkowe/wiko-mobile-highway-signs-niebieski.bhtml#afterSearch-6943279405081||||product
474,Wiko,Highway Signs,6943279405098,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Wiko/HighwaySigns/,https://www.euro.com.pl/telefony-komorkowe/wiko-mobile-highway-signs-czerwony.bhtml#afterSearch-6943279405098||||product
475,Wiko,Highway Signs,6297000512761,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Wiko/HighwaySigns/,https://www.euro.com.pl/telefony-komorkowe/wiko-mobile-highway-signs-szary.bhtml#afterSearch-6297000512761||||product
476,Samsung,Galaxy Xcover 3,8806086709613,null,null,null,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyXcover3/,null
477,Wiko,Getaway,6943279404435,1 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Wiko/Getaway/,https://www.euro.com.pl/telefony-komorkowe/wiko-mobile-getaway-zloty.bhtml#afterSearch-6943279404435||||product
478,Wiko,Rainbow 4G,6943279405258,null,null,null,null,https://www.mgsm.pl/pl/katalog/Wiko/Rainbow4G/,null
479,Goclever,Quantum2 500,5906736069968,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Goclever/Quantum2500/,https://www.euro.com.pl/telefony-komorkowe/goclever-quantum2-500.bhtml#afterSearch-5906736069968||||product
480,Samsung,Xcover B550,8806086696418,poniżej 512 MB,256 MB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/XcoverB550/,https://www.euro.com.pl/telefony-komorkowe/samsung-xcover-3-sm-b550h.bhtml#afterSearch-8806086696418||||product
481,Honor,Holly,6901443065448,1 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Honor/Holly/,https://www.euro.com.pl/telefony-komorkowe/honor-holly-bialy.bhtml#afterSearch-6901443065448||||product
482,Honor,Holly,6901443065431,1 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Honor/Holly/,https://www.euro.com.pl/telefony-komorkowe/honor-holly-czarny.bhtml#afterSearch-6901443065431||||product
483,Honor,Holly,6901443049462,1 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Honor/Holly/,https://www.euro.com.pl/telefony-komorkowe/honor-3c-lite-bialy.bhtml#afterSearch-6901443049462||||product
484,Honor,Holly,6901443049455,1 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Honor/Holly/,https://www.euro.com.pl/telefony-komorkowe/honor-3c-lite-czarny.bhtml#afterSearch-6901443049455||||product
485,LG,Leon 3G,8806084981271,null,null,null,null,https://www.mgsm.pl/pl/katalog/LG/Leon3G/,null
486,Wiko,Cink Slim 2,6943279403773,0.5 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Wiko/CinkSlim2/,https://www.euro.com.pl/telefony-komorkowe/wiko-mobile-cink-slim-2-czerwony.bhtml#afterSearch-6943279403773||||product
487,Wiko,Cink Slim 2,6943279402424,0.5 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Wiko/CinkSlim2/,https://www.euro.com.pl/telefony-komorkowe/wiko-mobile-cink-slim-2-bialy.bhtml#afterSearch-6943279402424||||product
488,HTC,One M8s,4718487671922,2 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/HTC/OneM8s/,https://www.euro.com.pl/telefony-komorkowe/htc-one-m8s-szary.bhtml#afterSearch-4718487671922||||product
489,HTC,One M8s,1062250,2 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/HTC/OneM8s/,https://www.euro.com.pl/telefony-komorkowe/htc-one-m8s-szary-jbl-clip.bhtml#afterSearch-1062250||||product
490,HTC,One M8s,1062251,null,null,null,null,https://www.mgsm.pl/pl/katalog/HTC/OneM8s/,https://www.euro.com.pl/gry-playstation-4/electronic-arts-nhl-18-ps4.bhtml#afterSearch-1062251||||product
491,HTC,One M8s,4718487671939,null,null,null,null,https://www.mgsm.pl/pl/katalog/HTC/OneM8s/,null
492,Samsung,Galaxy J5 SM-J500F,8806088119106,1.5 GB,8 GB,2,null,null,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-j5-sm-j500f-dual-sim-zloty.bhtml#afterSearch-8806088119106||||product
493,Samsung,Galaxy J5 SM-J500F,8806088119144,1.5 GB,8 GB,2,null,null,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-j5-sm-j500f-dual-sim-czarny.bhtml#afterSearch-8806088119144||||product
494,Samsung,Galaxy J5 SM-J500F,8806088119182,1.5 GB,8 GB,2,null,null,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-j5-sm-j500f-dual-sim-bialy.bhtml#afterSearch-8806088119182||||product
495,Samsung,Galaxy J5 SM-J500F,8806086946742,null,null,null,null,null,null
496,Samsung,Galaxy J5 SM-J500F,8806086947138,null,null,null,null,null,null
497,Samsung,Galaxy J5 SM-J500F,8806086949132,1.5 GB,8 GB,1,null,null,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-j5-lte-zloty.bhtml#afterSearch-8806086949132||||product
498,Honor,4C,6901443056583,null,null,null,null,https://www.mgsm.pl/pl/katalog/Honor/4C/,null
499,Honor,4C,6901443056590,2 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Honor/4C/,https://www.euro.com.pl/telefony-komorkowe/honor-4c-bialy.bhtml#afterSearch-6901443056590||||product
500,Honor,4X,6901443056309,null,null,null,null,https://www.mgsm.pl/pl/katalog/Honor/4X/,null
501,Honor,4X,6901443056316,2 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Honor/4X/,https://www.euro.com.pl/telefony-komorkowe/honor-4x-bialy.bhtml#afterSearch-6901443056316||||product
502,MaxCom,MM901 Neptun,5908235973272,null,null,null,null,https://www.mgsm.pl/pl/katalog/MaxCom/MM901Neptun/,null
503,MaxCom,MM901 Neptun,5908235973289,poniżej 512 MB,null,2,null,https://www.mgsm.pl/pl/katalog/MaxCom/MM901Neptun/,https://www.euro.com.pl/telefony-komorkowe/maxcom-mm901-neptun-czarno-szary.bhtml#afterSearch-5908235973289||||product
504,Motorola,Moto G XT1072,6947681522695,null,null,null,null,https://www.mgsm.pl/pl/katalog/Motorola/MotoGXT1072/,null
505,Huawei,P8,6901443058907,null,null,null,null,https://www.mgsm.pl/pl/katalog/Huawei/P8/,null
506,Huawei,P8,6901443058914,null,null,null,null,https://www.mgsm.pl/pl/katalog/Huawei/P8/,null
507,Huawei,P8,5908265509229,3 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/Huawei/P8/,https://www.euro.com.pl/telefony-komorkowe/huawei-p8-srebrny-sluchawki-akg-y-40-zolty.bhtml#afterSearch-5908265509229||||product
508,Huawei,P8,5908265509236,3 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/Huawei/P8/,https://www.euro.com.pl/telefony-komorkowe/huawei-p8-srebrny-sluchawki-akg-y-40-czarny.bhtml#afterSearch-5908265509236||||product
509,Huawei,P8,5908265509243,3 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/Huawei/P8/,https://www.euro.com.pl/telefony-komorkowe/huawei-p8-szampanski-sluchawki-akg-y-40-czarny.bhtml#afterSearch-5908265509243||||product
510,myPhone,Halo Q,5902983605676,poniżej 512 MB,null,1,null,https://www.mgsm.pl/pl/katalog/myPhone/HaloQ/,https://www.euro.com.pl/telefony-komorkowe/myphone-halo-q-czarny.bhtml#afterSearch-5902983605676||||product
511,Huawei,P8 Lite,6901443058884,null,null,null,null,https://www.mgsm.pl/pl/katalog/Huawei/P8Lite/,null
512,Huawei,P8 Lite,6901443058891,null,null,null,null,https://www.mgsm.pl/pl/katalog/Huawei/P8Lite/,null
513,LG,G4,8806084986092,null,null,null,null,https://www.mgsm.pl/pl/katalog/LG/G4/,null
514,LG,G4,8806084986115,null,null,null,null,https://www.mgsm.pl/pl/katalog/LG/G4/,null
515,LG,G4,8806084988850,null,null,null,null,https://www.mgsm.pl/pl/katalog/LG/G4/,null
516,LG,G4,8806084986108,null,null,null,null,https://www.mgsm.pl/pl/katalog/LG/G4/,null
517,LG,G4,1055474,null,null,null,null,https://www.mgsm.pl/pl/katalog/LG/G4/,null
518,LG,G4 Stylus,8806084989222,null,null,null,null,https://www.mgsm.pl/pl/katalog/LG/G4Stylus/,null
519,LG,G4c,8806084991133,null,null,null,null,https://www.mgsm.pl/pl/katalog/LG/G4c/,null
520,LG,G4c,8806084991140,1 GB,8 GB,1,null,https://www.mgsm.pl/pl/katalog/LG/G4c/,https://www.euro.com.pl/telefony-komorkowe/lg-g4c-zloty.bhtml#afterSearch-8806084991140||||product
521,LG,G4c,8806084991126,null,null,null,null,https://www.mgsm.pl/pl/katalog/LG/G4c/,null
522,Kruger&Matz,Flow 2,5901890012591,null,null,null,null,https://www.mgsm.pl/pl/katalog/Kruger&Matz/Flow2/,null
523,Samsung,Galaxy Grand Neo Plus,8806086569545,null,null,null,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyGrandNeoPlus/,null
524,Samsung,Galaxy Grand Neo Plus,8806086569644,1 GB,8 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyGrandNeoPlus/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-grand-neo-gt-i9060-bialy.bhtml#afterSearch-8806086569644||||product
525,Samsung,Galaxy Grand Neo Plus,8806086761703,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyGrandNeoPlus/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-grand-neo-plus-gt-i9060-dualsim-zloty.bhtml#afterSearch-8806086761703||||product
526,Samsung,Galaxy Grand Neo Plus,8806086569583,null,null,null,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyGrandNeoPlus/,null
527,Samsung,Galaxy Grand Neo Plus,8806086569682,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyGrandNeoPlus/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-grand-neo-gt-i9060-plus-dualsim-bialy.bhtml#afterSearch-8806086569682||||product
528,Sony,Xperia Z3+,7311271524090,null,null,null,null,https://www.mgsm.pl/pl/katalog/Sony/XperiaZ3+/,null
529,Sony,Xperia Z3+,7311271524113,3 GB,32 GB,1,null,https://www.mgsm.pl/pl/katalog/Sony/XperiaZ3+/,https://www.euro.com.pl/telefony-komorkowe/sony-xperia-z3-bialy.bhtml#afterSearch-7311271524113||||product
530,Sony,Xperia Z3+,7311271524106,3 GB,32 GB,1,null,https://www.mgsm.pl/pl/katalog/Sony/XperiaZ3+/,https://www.euro.com.pl/telefony-komorkowe/sony-xperia-z3-morska-zielen.bhtml#afterSearch-7311271524106||||product
531,Sony,Xperia Z3+,7311271524083,3 GB,32 GB,1,null,https://www.mgsm.pl/pl/katalog/Sony/XperiaZ3+/,https://www.euro.com.pl/telefony-komorkowe/sony-xperia-z3-miedziany.bhtml#afterSearch-7311271524083||||product
532,MaxCom,MM819,5908235973456,null,null,1,null,https://www.mgsm.pl/pl/katalog/MaxCom/MM819/,https://www.euro.com.pl/telefony-komorkowe/maxcom-mm819-czerwony.bhtml#afterSearch-5908235973456||||product
533,MaxCom,MM819,5908235973470,poniżej 512 MB,null,1,null,https://www.mgsm.pl/pl/katalog/MaxCom/MM819/,https://www.euro.com.pl/telefony-komorkowe/maxcom-mm819-grafitowy.bhtml#afterSearch-5908235973470||||product
534,MaxCom,MM819,5908235973463,null,null,null,null,https://www.mgsm.pl/pl/katalog/MaxCom/MM819/,null
535,myPhone,Halo X,5902052861705,poniżej 512 MB,128 MB,1,null,https://www.mgsm.pl/pl/katalog/myPhone/HaloX/,https://www.euro.com.pl/telefony-komorkowe/myphone-halo-x.bhtml#afterSearch-5902052861705||||product
536,Meizu,M2 Note,6937520006981,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Meizu/M2Note/,https://www.euro.com.pl/telefony-komorkowe/meizu-m2-note-16-gb-szary.bhtml#afterSearch-6937520006981||||product
537,Nokia,105 Dual SIM,6438158736108,null,null,null,null,https://www.mgsm.pl/pl/katalog/Nokia/105DualSIM/,null
538,Nokia,105 Dual SIM,6438158736092,poniżej 512 MB,null,2,null,https://www.mgsm.pl/pl/katalog/Nokia/105DualSIM/,https://www.euro.com.pl/telefony-komorkowe/nokia-105-dual-sim-czarny.bhtml#afterSearch-6438158736092||||product
539,Telefunken,Vision,5901801901402,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Telefunken/Vision/,https://www.euro.com.pl/telefony-komorkowe/telefunken-vision-czarny.bhtml#afterSearch-5901801901402||||product
540,Kruger&Matz,Drive 3,5901890013505,null,null,null,null,https://www.mgsm.pl/pl/katalog/Kruger&Matz/Drive3/,null
541,Philips,S309,8712581736194,1 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Philips/S309/,https://www.euro.com.pl/telefony-komorkowe/philips-s309r-czerwony.bhtml#afterSearch-8712581736194||||product
542,Philips,S309,8712581736200,1 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Philips/S309/,https://www.euro.com.pl/telefony-komorkowe/philips-s309-bialy.bhtml#afterSearch-8712581736200||||product
543,Philips,S309,8712581736187,1 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Philips/S309/,https://www.euro.com.pl/telefony-komorkowe/philips-s309-czarny.bhtml#afterSearch-8712581736187||||product
544,Allview,X2 Xtreme,5948790008453,3 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Allview/X2Xtreme/,https://www.euro.com.pl/telefony-komorkowe/allview-x2-xtreme.bhtml#afterSearch-5948790008453||||product
545,Philips,Xenium E560,8712581736248,poniżej 512 MB,null,2,null,https://www.mgsm.pl/pl/katalog/Philips/XeniumE560/,https://www.euro.com.pl/telefony-komorkowe/philips-xenium-e560.bhtml#afterSearch-8712581736248||||product
546,Alcatel,One Touch Idol 3 4.7,4894461316475,1.5 GB,8 GB,1,null,https://www.mgsm.pl/pl/katalog/Alcatel/OneTouchIdol34.7,https://www.euro.com.pl/telefony-komorkowe/alcatel-onetouch-idol-3-4-7-zloty.bhtml#afterSearch-4894461316475||||product
547,Alcatel,One Touch Idol 3 4.7,4894461267890,null,null,null,null,https://www.mgsm.pl/pl/katalog/Alcatel/OneTouchIdol34.7,null
548,Allview,P6 Qmax,5948790008002,null,null,null,null,https://www.mgsm.pl/pl/katalog/Allview/P6Qmax/,null
549,Allview,P6 Qmax,5948790007999,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Allview/P6Qmax/,https://www.euro.com.pl/telefony-komorkowe/allview-p6-qmax-czarny.bhtml#afterSearch-5948790007999||||product
550,CAT,B30,5060280967832,poniżej 512 MB,256 MB,2,null,https://www.mgsm.pl/pl/katalog/CAT/B30/,https://www.euro.com.pl/telefony-komorkowe/cat-b30.bhtml#afterSearch-5060280967832||||product
551,Honor,7,6901443080861,3 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Honor/7/,https://www.euro.com.pl/telefony-komorkowe/honor-7-szary.bhtml#afterSearch-6901443080861||||product
552,Honor,7,6901443080854,null,null,null,null,https://www.mgsm.pl/pl/katalog/Honor/7/,null
553,Meizu,MX5,6937520005847,3 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Meizu/MX5/,https://www.euro.com.pl/telefony-komorkowe/meizu-mx5-16gb-szary.bhtml#afterSearch-6937520005847||||product
554,Honor,7 16 GB,6901443080861,3 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Honor/716GB/,https://www.euro.com.pl/telefony-komorkowe/honor-7-szary.bhtml#afterSearch-6901443080861||||product
555,be,United 3,6297000512181,null,null,null,null,https://www.mgsm.pl/pl/katalog/be/United3/,null
556,Goclever,Quantum 450 Lite,5906736069951,null,null,null,null,https://www.mgsm.pl/pl/katalog/Goclever/Quantum450Lite/,null
557,Goclever,Quantum 500 Lite,5906736069944,null,null,null,null,https://www.mgsm.pl/pl/katalog/Goclever/Quantum500Lite/,null
558,myPhone,Hammer Axe,5902052862030,null,null,null,null,https://www.mgsm.pl/pl/katalog/myPhone/HammerAxe/,null
559,myPhone,Hammer Axe,5902052862023,null,null,null,null,https://www.mgsm.pl/pl/katalog/myPhone/HammerAxe/,null
560,myPhone,Hammer Axe LTE,5902052862047,null,null,null,null,https://www.mgsm.pl/pl/katalog/myPhone/HammerAxeLTE/,null
561,myPhone,Hammer Axe LTE,5902052862054,null,null,null,null,https://www.mgsm.pl/pl/katalog/myPhone/HammerAxeLTE/,null
562,myPhone,Hammer 2,5902052862122,poniżej 512 MB,64 MB,2,null,https://www.mgsm.pl/pl/katalog/myPhone/Hammer2/,https://www.euro.com.pl/telefony-komorkowe/myphone-hammer-2-czarny.bhtml#afterSearch-5902052862122||||product
563,myPhone,Hammer 2,5902052862139,poniżej 512 MB,64 MB,2,null,https://www.mgsm.pl/pl/katalog/myPhone/Hammer2/,https://www.euro.com.pl/telefony-komorkowe/myphone-hammer-2-zolty.bhtml#afterSearch-5902052862139||||product
564,myPhone,Hammer 2+,5902052862153,poniżej 512 MB,0.5 GB,1,null,https://www.mgsm.pl/pl/katalog/myPhone/Hammer2+/,https://www.euro.com.pl/telefony-komorkowe/myphone-hammer-2-plus-czarno-pomarnczowy.bhtml#afterSearch-5902052862153||||product
565,myPhone,Hammer 2+,5902052862146,poniżej 512 MB,0.5 GB,1,null,https://www.mgsm.pl/pl/katalog/myPhone/Hammer2+/,https://www.euro.com.pl/telefony-komorkowe/myphone-hammer-2-plus-czarny.bhtml#afterSearch-5902052862146||||product
566,Motorola,Moto G 2015,6947681526839,null,null,null,null,https://www.mgsm.pl/pl/katalog/Motorola/MotoG2015/,null
567,Motorola,Moto G 2015,6947681526846,null,null,null,null,https://www.mgsm.pl/pl/katalog/Motorola/MotoG2015/,null
568,Samsung,Galaxy Grand Prime SM-G531F,8806086859097,null,null,null,null,null,null
569,Samsung,Galaxy Grand Prime SM-G531F,8806086858854,null,null,null,null,null,null
570,Samsung,Galaxy Grand Prime SM-G531F,8806086858977,1 GB,8 GB,1,null,null,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-grand-prime-ve-sm-g531f-zloty.bhtml#afterSearch-8806086858977||||product
571,Huawei,G8,6901443088102,3 GB,32 GB,1,null,https://www.mgsm.pl/pl/katalog/Huawei/G8/,https://www.euro.com.pl/telefony-komorkowe/huawei-g8-srebrny.bhtml#afterSearch-6901443088102||||product
